Date|symbol|sector|quantity|buy_price|price
2024-02-09|AVGO|Semiconductors - Information Technology|1|121.12|128.34
2024-02-09|PEP|Soft Drinks & Non-alcoholic Beverages - Consumer Staples|11|170.97|167.67
2024-02-09|MGM|Casinos & Gaming - Consumer Discretionary|11|44.88|46.74
2024-02-09|WBD|Broadcasting - Communication Services|1|9.64|9.64
2024-02-16|MDLZ|Packaged Foods & Meats - Consumer Staples|27|73.84|71.98
2024-02-16|MCK|Health Care Distributors - Health Care|4|473.42|511.06
2024-02-16|HD|Home Improvement Retail - Consumer Discretionary|5|355.7|362.35
2024-02-16|RMD|Health Care Equipment - Health Care|11|170.71|180.46
2024-02-16|FITB|Regional Banks - Financials|1|33.79|33.93
2024-02-16|AVGO|Semiconductors - Information Technology|1|121.12|124.55
2024-02-16|PEP|Soft Drinks & Non-alcoholic Beverages - Consumer Staples|11|170.97|166.32
2024-02-16|WBD|Broadcasting - Communication Services|1|9.64|9.83
2024-02-16|DD|Specialty Chemicals - Materials|16|28.64|28.64
2024-02-16|WBD|Broadcasting - Communication Services|1|9.83|9.83
2024-02-23|MDLZ|Packaged Foods & Meats - Consumer Staples|27|73.84|73.98
2024-02-23|MCK|Health Care Distributors - Health Care|4|473.42|516.24
2024-02-23|HD|Home Improvement Retail - Consumer Discretionary|5|355.7|371.96
2024-02-23|RMD|Health Care Equipment - Health Care|11|170.71|184.04
2024-02-23|FITB|Regional Banks - Financials|1|33.79|33.52
2024-02-23|AVGO|Semiconductors - Information Technology|1|121.12|129.64
2024-02-23|PEP|Soft Drinks & Non-alcoholic Beverages - Consumer Staples|11|170.97|169.6
2024-02-23|DD|Specialty Chemicals - Materials|16|28.64|29.27
2024-02-23|HBAN|Regional Banks - Financials|1|12.86|12.86
2024-02-23|WBD|Broadcasting - Communication Services|1|8.61|8.61
2024-03-01|MDLZ|Packaged Foods & Meats - Consumer Staples|27|73.84|72.37
2024-03-01|MCK|Health Care Distributors - Health Care|4|473.42|525.88
2024-03-01|HD|Home Improvement Retail - Consumer Discretionary|5|355.7|384.45
2024-03-01|RMD|Health Care Equipment - Health Care|11|170.71|174.61
2024-03-01|FITB|Regional Banks - Financials|1|33.79|34.37
2024-03-01|PEP|Soft Drinks & Non-alcoholic Beverages - Consumer Staples|11|170.97|164.59
2024-03-01|DD|Specialty Chemicals - Materials|16|28.64|29.1
2024-03-01|HBAN|Regional Banks - Financials|1|12.86|12.95
2024-03-01|WBD|Broadcasting - Communication Services|1|8.61|8.67
2024-03-01|MRNA|Biotechnology - Health Care|1|95.06|95.06
2024-03-01|GEN|Systems Software - Information Technology|2|21.83|21.83
2024-03-04|MDLZ|Packaged Foods & Meats - Consumer Staples|27|73.84|71.51
2024-03-04|MCK|Health Care Distributors - Health Care|4|473.42|534.18
2024-03-04|HD|Home Improvement Retail - Consumer Discretionary|5|355.7|380.37
2024-03-04|RMD|Health Care Equipment - Health Care|11|170.71|180.72
2024-03-04|FITB|Regional Banks - Financials|1|33.79|35.48
2024-03-04|PEP|Soft Drinks & Non-alcoholic Beverages - Consumer Staples|11|170.97|165.37
2024-03-04|DD|Specialty Chemicals - Materials|16|28.64|29.14
2024-03-04|HBAN|Regional Banks - Financials|1|12.86|13.36
2024-03-04|MRNA|Biotechnology - Health Care|1|95.06|96.0
2024-03-04|GEN|Systems Software - Information Technology|2|21.83|21.7
2024-03-04|WBD|Broadcasting - Communication Services|1|8.11|8.11
2024-03-05|MDLZ|Packaged Foods & Meats - Consumer Staples|27|73.84|70.84
2024-03-05|MCK|Health Care Distributors - Health Care|4|473.42|528.83
2024-03-05|HD|Home Improvement Retail - Consumer Discretionary|5|355.7|378.45
2024-03-05|RMD|Health Care Equipment - Health Care|11|170.71|177.63
2024-03-05|FITB|Regional Banks - Financials|1|33.79|36.35
2024-03-05|DD|Specialty Chemicals - Materials|16|28.64|28.87
2024-03-05|HBAN|Regional Banks - Financials|1|12.86|13.66
2024-03-05|MRNA|Biotechnology - Health Care|1|95.06|95.56
2024-03-05|GEN|Systems Software - Information Technology|2|21.83|21.18
2024-03-05|WBD|Broadcasting - Communication Services|1|8.11|8.14
2024-03-05|SNA|Industrial Machinery & Supplies & Components - Industrials|6|283.04|283.04
2024-03-05|ROL|Environmental & Facilities Services - Industrials|1|44.28|44.28
2024-03-05|WY|Timber REITs - Real Estate|1|34.44|34.44
2024-03-05|WBD|Broadcasting - Communication Services|1|8.14|8.14
2024-03-11|MDLZ|Packaged Foods & Meats - Consumer Staples|27|73.84|72.4
2024-03-11|MCK|Health Care Distributors - Health Care|4|473.42|526.66
2024-03-11|HD|Home Improvement Retail - Consumer Discretionary|5|355.7|371.52
2024-03-11|RMD|Health Care Equipment - Health Care|11|170.71|189.75
2024-03-11|FITB|Regional Banks - Financials|1|33.79|36.72
2024-03-11|DD|Specialty Chemicals - Materials|16|28.64|30.19
2024-03-11|HBAN|Regional Banks - Financials|1|12.86|13.46
2024-03-11|GEN|Systems Software - Information Technology|2|21.83|21.88
2024-03-11|WBD|Broadcasting - Communication Services|1|8.11|9.07
2024-03-11|SNA|Industrial Machinery & Supplies & Components - Industrials|6|283.04|292.2
2024-03-11|ROL|Environmental & Facilities Services - Industrials|1|44.28|45.73
2024-03-11|WY|Timber REITs - Real Estate|1|34.44|35.07
2024-03-11|WBD|Broadcasting - Communication Services|1|8.14|9.07
2024-03-11|NEM|Gold - Materials|3|35.24|35.24
2024-03-26|MCK|Health Care Distributors - Health Care|4|473.42|536.09
2024-03-26|HD|Home Improvement Retail - Consumer Discretionary|5|355.7|379.93
2024-03-26|RMD|Health Care Equipment - Health Care|11|170.71|194.18
2024-03-26|FITB|Regional Banks - Financials|1|33.79|36.03
2024-03-26|DD|Specialty Chemicals - Materials|16|28.64|31.61
2024-03-26|HBAN|Regional Banks - Financials|1|12.86|13.34
2024-03-26|GEN|Systems Software - Information Technology|2|21.83|21.9
2024-03-26|WBD|Broadcasting - Communication Services|1|8.11|8.38
2024-03-26|SNA|Industrial Machinery & Supplies & Components - Industrials|6|283.04|290.97
2024-03-26|ROL|Environmental & Facilities Services - Industrials|1|44.28|45.84
2024-03-26|WY|Timber REITs - Real Estate|1|34.44|35.45
2024-03-26|WBD|Broadcasting - Communication Services|1|8.14|8.38
2024-03-26|NEM|Gold - Materials|3|35.24|34.0
2024-03-26|MTCH|Interactive Media & Services - Communication Services|53|35.67|35.67
2024-03-27|MCK|Health Care Distributors - Health Care|4|473.42|539.26
2024-03-27|HD|Home Improvement Retail - Consumer Discretionary|5|355.7|385.89
2024-03-27|FITB|Regional Banks - Financials|1|33.79|36.74
2024-03-27|DD|Specialty Chemicals - Materials|16|28.64|32.01
2024-03-27|HBAN|Regional Banks - Financials|1|12.86|13.79
2024-03-27|GEN|Systems Software - Information Technology|2|21.83|22.1
2024-03-27|WBD|Broadcasting - Communication Services|1|8.11|8.64
2024-03-27|SNA|Industrial Machinery & Supplies & Components - Industrials|6|283.04|296.94
2024-03-27|ROL|Environmental & Facilities Services - Industrials|1|44.28|46.7
2024-03-27|WY|Timber REITs - Real Estate|1|34.44|35.93
2024-03-27|WBD|Broadcasting - Communication Services|1|8.14|8.64
2024-03-27|NEM|Gold - Materials|3|35.24|35.25
2024-03-27|MTCH|Interactive Media & Services - Communication Services|53|35.67|35.88
2024-03-27|AES|Independent Power Producers & Energy Traders - Utilities|118|17.25|17.25
2024-03-27|MRK|Pharmaceuticals - Health Care|1|131.75|131.75
2024-04-04|MCK|Health Care Distributors - Health Care|4|473.42|534.79
2024-04-04|HD|Home Improvement Retail - Consumer Discretionary|5|355.7|357.68
2024-04-04|FITB|Regional Banks - Financials|1|33.79|35.28
2024-04-04|DD|Specialty Chemicals - Materials|16|28.64|31.69
2024-04-04|HBAN|Regional Banks - Financials|1|12.86|13.52
2024-04-04|GEN|Systems Software - Information Technology|2|21.83|22.03
2024-04-04|WBD|Broadcasting - Communication Services|1|8.11|8.44
2024-04-04|SNA|Industrial Machinery & Supplies & Components - Industrials|6|283.04|293.21
2024-04-04|ROL|Environmental & Facilities Services - Industrials|1|44.28|44.57
2024-04-04|WY|Timber REITs - Real Estate|1|34.44|34.64
2024-04-04|WBD|Broadcasting - Communication Services|1|8.14|8.44
2024-04-04|NEM|Gold - Materials|3|35.24|37.72
2024-04-04|AES|Independent Power Producers & Energy Traders - Utilities|118|17.25|18.14
2024-04-04|MRK|Pharmaceuticals - Health Care|1|131.75|127.66
2024-04-04|HPE|Technology Hardware, Storage & Peripherals - Information Technology|99|17.94|17.94
2024-04-04|WBD|Broadcasting - Communication Services|1|8.44|8.44
2024-04-15|MCK|Health Care Distributors - Health Care|4|473.42|522.68
2024-04-15|HD|Home Improvement Retail - Consumer Discretionary|5|355.7|337.93
2024-04-15|FITB|Regional Banks - Financials|1|33.79|34.62
2024-04-15|DD|Specialty Chemicals - Materials|16|28.64|30.73
2024-04-15|HBAN|Regional Banks - Financials|1|12.86|13.26
2024-04-15|WBD|Broadcasting - Communication Services|1|8.11|8.36
2024-04-15|SNA|Industrial Machinery & Supplies & Components - Industrials|6|283.04|285.83
2024-04-15|ROL|Environmental & Facilities Services - Industrials|1|44.28|43.28
2024-04-15|WBD|Broadcasting - Communication Services|1|8.14|8.36
2024-04-15|NEM|Gold - Materials|3|35.24|38.44
2024-04-15|MRK|Pharmaceuticals - Health Care|1|131.75|126.19
2024-04-15|HPE|Technology Hardware, Storage & Peripherals - Information Technology|99|17.94|17.26
2024-04-15|WBD|Broadcasting - Communication Services|1|8.44|8.36
2024-04-15|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|60.66
2024-04-15|WY|Timber REITs - Real Estate|1|32.69|32.69
2024-04-15|WBD|Broadcasting - Communication Services|1|8.36|8.36
2024-04-16|MCK|Health Care Distributors - Health Care|4|473.42|528.35
2024-04-16|FITB|Regional Banks - Financials|1|33.79|34.09
2024-04-16|DD|Specialty Chemicals - Materials|16|28.64|30.36
2024-04-16|HBAN|Regional Banks - Financials|1|12.86|13.04
2024-04-16|WBD|Broadcasting - Communication Services|1|8.11|8.14
2024-04-16|SNA|Industrial Machinery & Supplies & Components - Industrials|6|283.04|282.45
2024-04-16|ROL|Environmental & Facilities Services - Industrials|1|44.28|43.31
2024-04-16|WBD|Broadcasting - Communication Services|1|8.14|8.14
2024-04-16|NEM|Gold - Materials|3|35.24|38.11
2024-04-16|HPE|Technology Hardware, Storage & Peripherals - Information Technology|99|17.94|17.14
2024-04-16|WBD|Broadcasting - Communication Services|1|8.44|8.14
2024-04-16|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|59.68
2024-04-16|WY|Timber REITs - Real Estate|1|32.69|31.97
2024-04-16|WBD|Broadcasting - Communication Services|1|8.36|8.14
2024-04-16|ZTS|Pharmaceuticals - Health Care|11|153.02|153.02
2024-04-16|XEL|Multi-Utilities - Utilities|2|52.53|52.53
2024-04-16|WBD|Broadcasting - Communication Services|1|8.14|8.14
2024-04-17|MCK|Health Care Distributors - Health Care|4|473.42|525.92
2024-04-17|FITB|Regional Banks - Financials|1|33.79|34.1
2024-04-17|DD|Specialty Chemicals - Materials|16|28.64|30.58
2024-04-17|HBAN|Regional Banks - Financials|1|12.86|13.15
2024-04-17|WBD|Broadcasting - Communication Services|1|8.11|8.23
2024-04-17|SNA|Industrial Machinery & Supplies & Components - Industrials|6|283.04|283.5
2024-04-17|ROL|Environmental & Facilities Services - Industrials|1|44.28|43.01
2024-04-17|WBD|Broadcasting - Communication Services|1|8.14|8.23
2024-04-17|NEM|Gold - Materials|3|35.24|38.56
2024-04-17|WBD|Broadcasting - Communication Services|1|8.44|8.23
2024-04-17|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|60.41
2024-04-17|WY|Timber REITs - Real Estate|1|32.69|31.52
2024-04-17|WBD|Broadcasting - Communication Services|1|8.36|8.23
2024-04-17|ZTS|Pharmaceuticals - Health Care|11|153.02|151.94
2024-04-17|XEL|Multi-Utilities - Utilities|2|52.53|53.19
2024-04-17|WBD|Broadcasting - Communication Services|1|8.14|8.23
2024-04-17|VLTO|Environmental & Facilities Services - Industrials|18|90.55|90.55
2024-04-17|XEL|Multi-Utilities - Utilities|1|53.19|53.19
2024-04-18|MCK|Health Care Distributors - Health Care|4|473.42|518.81
2024-04-18|FITB|Regional Banks - Financials|1|33.79|34.22
2024-04-18|DD|Specialty Chemicals - Materials|16|28.64|30.77
2024-04-18|HBAN|Regional Banks - Financials|1|12.86|13.18
2024-04-18|WBD|Broadcasting - Communication Services|1|8.11|8.31
2024-04-18|ROL|Environmental & Facilities Services - Industrials|1|44.28|42.44
2024-04-18|WBD|Broadcasting - Communication Services|1|8.14|8.31
2024-04-18|NEM|Gold - Materials|3|35.24|38.55
2024-04-18|WBD|Broadcasting - Communication Services|1|8.44|8.31
2024-04-18|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|60.99
2024-04-18|WY|Timber REITs - Real Estate|1|32.69|31.35
2024-04-18|WBD|Broadcasting - Communication Services|1|8.36|8.31
2024-04-18|ZTS|Pharmaceuticals - Health Care|11|153.02|153.11
2024-04-18|XEL|Multi-Utilities - Utilities|2|52.53|53.76
2024-04-18|WBD|Broadcasting - Communication Services|1|8.14|8.31
2024-04-18|VLTO|Environmental & Facilities Services - Industrials|18|90.55|88.8
2024-04-18|XEL|Multi-Utilities - Utilities|1|53.19|53.76
2024-04-18|YUM|Restaurants - Consumer Discretionary|11|137.87|137.87
2024-04-18|XEL|Multi-Utilities - Utilities|1|53.76|53.76
2024-04-25|MCK|Health Care Distributors - Health Care|4|473.42|539.94
2024-04-25|FITB|Regional Banks - Financials|1|33.79|36.82
2024-04-25|DD|Specialty Chemicals - Materials|16|28.64|30.75
2024-04-25|HBAN|Regional Banks - Financials|1|12.86|13.58
2024-04-25|WBD|Broadcasting - Communication Services|1|8.11|8.29
2024-04-25|ROL|Environmental & Facilities Services - Industrials|1|44.28|44.27
2024-04-25|WBD|Broadcasting - Communication Services|1|8.14|8.29
2024-04-25|WBD|Broadcasting - Communication Services|1|8.44|8.29
2024-04-25|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|64.88
2024-04-25|WY|Timber REITs - Real Estate|1|32.69|31.46
2024-04-25|WBD|Broadcasting - Communication Services|1|8.36|8.29
2024-04-25|ZTS|Pharmaceuticals - Health Care|11|153.02|153.36
2024-04-25|XEL|Multi-Utilities - Utilities|2|52.53|55.01
2024-04-25|WBD|Broadcasting - Communication Services|1|8.14|8.29
2024-04-25|VLTO|Environmental & Facilities Services - Industrials|18|90.55|93.79
2024-04-25|XEL|Multi-Utilities - Utilities|1|53.19|55.01
2024-04-25|YUM|Restaurants - Consumer Discretionary|11|137.87|141.56
2024-04-25|XEL|Multi-Utilities - Utilities|1|53.76|55.01
2024-04-25|CNC|Managed Health Care - Health Care|1|75.68|75.68
2024-04-25|FOX|Broadcasting - Communication Services|2|29.25|29.25
2024-04-26|MCK|Health Care Distributors - Health Care|4|473.42|543.3
2024-04-26|FITB|Regional Banks - Financials|1|33.79|36.9
2024-04-26|DD|Specialty Chemicals - Materials|16|28.64|30.84
2024-04-26|HBAN|Regional Banks - Financials|1|12.86|13.55
2024-04-26|WBD|Broadcasting - Communication Services|1|8.11|8.11
2024-04-26|ROL|Environmental & Facilities Services - Industrials|1|44.28|44.9
2024-04-26|WBD|Broadcasting - Communication Services|1|8.14|8.11
2024-04-26|WBD|Broadcasting - Communication Services|1|8.44|8.11
2024-04-26|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|65.14
2024-04-26|WBD|Broadcasting - Communication Services|1|8.36|8.11
2024-04-26|ZTS|Pharmaceuticals - Health Care|11|153.02|158.42
2024-04-26|XEL|Multi-Utilities - Utilities|2|52.53|53.96
2024-04-26|WBD|Broadcasting - Communication Services|1|8.14|8.11
2024-04-26|VLTO|Environmental & Facilities Services - Industrials|18|90.55|94.12
2024-04-26|XEL|Multi-Utilities - Utilities|1|53.19|53.96
2024-04-26|YUM|Restaurants - Consumer Discretionary|11|137.87|141.77
2024-04-26|XEL|Multi-Utilities - Utilities|1|53.76|53.96
2024-04-26|CNC|Managed Health Care - Health Care|1|75.68|74.0
2024-04-26|FOX|Broadcasting - Communication Services|2|29.25|28.81
2024-04-26|PCG|Multi-Utilities - Utilities|2|17.03|17.03
2024-04-30|MCK|Health Care Distributors - Health Care|4|473.42|537.21
2024-04-30|FITB|Regional Banks - Financials|1|33.79|36.46
2024-04-30|DD|Specialty Chemicals - Materials|16|28.64|30.33
2024-04-30|HBAN|Regional Banks - Financials|1|12.86|13.47
2024-04-30|ROL|Environmental & Facilities Services - Industrials|1|44.28|44.56
2024-04-30|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|64.4
2024-04-30|ZTS|Pharmaceuticals - Health Care|11|153.02|159.24
2024-04-30|XEL|Multi-Utilities - Utilities|2|52.53|53.73
2024-04-30|VLTO|Environmental & Facilities Services - Industrials|18|90.55|93.68
2024-04-30|XEL|Multi-Utilities - Utilities|1|53.19|53.73
2024-04-30|YUM|Restaurants - Consumer Discretionary|11|137.87|141.25
2024-04-30|XEL|Multi-Utilities - Utilities|1|53.76|53.73
2024-04-30|CNC|Managed Health Care - Health Care|1|75.68|73.06
2024-04-30|FOX|Broadcasting - Communication Services|2|29.25|28.68
2024-04-30|PCG|Multi-Utilities - Utilities|2|17.03|17.11
2024-04-30|TFC|Diversified Banks - Financials|1|37.55|37.55
2024-05-07|FITB|Regional Banks - Financials|1|33.79|38.03
2024-05-07|HBAN|Regional Banks - Financials|1|12.86|13.85
2024-05-07|ROL|Environmental & Facilities Services - Industrials|1|44.28|47.2
2024-05-07|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|66.7
2024-05-07|ZTS|Pharmaceuticals - Health Care|11|153.02|168.45
2024-05-07|XEL|Multi-Utilities - Utilities|2|52.53|55.02
2024-05-07|VLTO|Environmental & Facilities Services - Industrials|18|90.55|97.27
2024-05-07|XEL|Multi-Utilities - Utilities|1|53.19|55.02
2024-05-07|YUM|Restaurants - Consumer Discretionary|11|137.87|135.91
2024-05-07|XEL|Multi-Utilities - Utilities|1|53.76|55.02
2024-05-07|CNC|Managed Health Care - Health Care|1|75.68|75.9
2024-05-07|FOX|Broadcasting - Communication Services|2|29.25|29.85
2024-05-07|PCG|Multi-Utilities - Utilities|2|17.03|17.73
2024-05-07|TFC|Diversified Banks - Financials|1|37.55|39.11
2024-05-07|BA|Aerospace & Defense - Industrials|11|176.71|176.71
2024-05-07|PODD|Health Care Equipment - Health Care|4|184.28|184.28
2024-05-07|WY|Timber REITs - Real Estate|1|30.85|30.85
2024-05-10|FITB|Regional Banks - Financials|1|33.79|38.78
2024-05-10|HBAN|Regional Banks - Financials|1|12.86|14.06
2024-05-10|ROL|Environmental & Facilities Services - Industrials|1|44.28|46.63
2024-05-10|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|66.8
2024-05-10|ZTS|Pharmaceuticals - Health Care|11|153.02|169.04
2024-05-10|XEL|Multi-Utilities - Utilities|2|52.53|55.46
2024-05-10|VLTO|Environmental & Facilities Services - Industrials|18|90.55|96.5
2024-05-10|XEL|Multi-Utilities - Utilities|1|53.19|55.46
2024-05-10|YUM|Restaurants - Consumer Discretionary|11|137.87|137.62
2024-05-10|XEL|Multi-Utilities - Utilities|1|53.76|55.46
2024-05-10|CNC|Managed Health Care - Health Care|1|75.68|77.79
2024-05-10|FOX|Broadcasting - Communication Services|2|29.25|30.94
2024-05-10|PCG|Multi-Utilities - Utilities|2|17.03|17.83
2024-05-10|TFC|Diversified Banks - Financials|1|37.55|39.47
2024-05-10|BA|Aerospace & Defense - Industrials|11|176.71|178.51
2024-05-10|WY|Timber REITs - Real Estate|1|30.85|30.97
2024-05-10|MU|Semiconductors - Information Technology|5|121.24|121.24
2024-05-10|NWS|Publishing - Communication Services|2|25.86|25.86
2024-05-15|HBAN|Regional Banks - Financials|1|12.86|14.26
2024-05-15|ROL|Environmental & Facilities Services - Industrials|1|44.28|47.17
2024-05-15|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|67.57
2024-05-15|ZTS|Pharmaceuticals - Health Care|11|153.02|173.28
2024-05-15|XEL|Multi-Utilities - Utilities|2|52.53|55.79
2024-05-15|VLTO|Environmental & Facilities Services - Industrials|18|90.55|98.9
2024-05-15|XEL|Multi-Utilities - Utilities|1|53.19|55.79
2024-05-15|YUM|Restaurants - Consumer Discretionary|11|137.87|138.34
2024-05-15|XEL|Multi-Utilities - Utilities|1|53.76|55.79
2024-05-15|CNC|Managed Health Care - Health Care|1|75.68|78.09
2024-05-15|FOX|Broadcasting - Communication Services|2|29.25|30.61
2024-05-15|PCG|Multi-Utilities - Utilities|2|17.03|18.31
2024-05-15|TFC|Diversified Banks - Financials|1|37.55|40.18
2024-05-15|BA|Aerospace & Defense - Industrials|11|176.71|176.99
2024-05-15|WY|Timber REITs - Real Estate|1|30.85|31.36
2024-05-15|MU|Semiconductors - Information Technology|5|121.24|127.81
2024-05-15|NWS|Publishing - Communication Services|2|25.86|26.79
2024-05-15|TPR|Apparel, Accessories & Luxury Goods - Consumer Discretionary|1|42.67|42.67
2024-05-29|HBAN|Regional Banks - Financials|1|12.86|13.47
2024-05-29|ROL|Environmental & Facilities Services - Industrials|1|44.28|45.35
2024-05-29|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|63.38
2024-05-29|ZTS|Pharmaceuticals - Health Care|11|153.02|170.8
2024-05-29|XEL|Multi-Utilities - Utilities|2|52.53|53.3
2024-05-29|VLTO|Environmental & Facilities Services - Industrials|18|90.55|98.54
2024-05-29|XEL|Multi-Utilities - Utilities|1|53.19|53.3
2024-05-29|YUM|Restaurants - Consumer Discretionary|11|137.87|134.67
2024-05-29|XEL|Multi-Utilities - Utilities|1|53.76|53.3
2024-05-29|FOX|Broadcasting - Communication Services|2|29.25|31.27
2024-05-29|PCG|Multi-Utilities - Utilities|2|17.03|18.1
2024-05-29|TFC|Diversified Banks - Financials|1|37.55|37.46
2024-05-29|BA|Aerospace & Defense - Industrials|11|176.71|171.65
2024-05-29|WY|Timber REITs - Real Estate|1|30.85|29.36
2024-05-29|MU|Semiconductors - Information Technology|5|121.24|131.58
2024-05-29|NWS|Publishing - Communication Services|2|25.86|27.41
2024-05-29|TPR|Apparel, Accessories & Luxury Goods - Consumer Discretionary|1|42.67|41.52
2024-05-29|NCLH|Hotels, Resorts & Cruise Lines - Consumer Discretionary|4|16.49|16.49
2024-05-29|WBD|Broadcasting - Communication Services|1|7.66|7.66
2024-06-06|HBAN|Regional Banks - Financials|1|12.86|13.38
2024-06-06|ROL|Environmental & Facilities Services - Industrials|1|44.28|47.41
2024-06-06|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|65.27
2024-06-06|XEL|Multi-Utilities - Utilities|2|52.53|54.82
2024-06-06|VLTO|Environmental & Facilities Services - Industrials|18|90.55|99.31
2024-06-06|XEL|Multi-Utilities - Utilities|1|53.19|54.82
2024-06-06|YUM|Restaurants - Consumer Discretionary|11|137.87|140.83
2024-06-06|XEL|Multi-Utilities - Utilities|1|53.76|54.82
2024-06-06|FOX|Broadcasting - Communication Services|2|29.25|31.98
2024-06-06|PCG|Multi-Utilities - Utilities|2|17.03|18.21
2024-06-06|TFC|Diversified Banks - Financials|1|37.55|36.42
2024-06-06|BA|Aerospace & Defense - Industrials|11|176.71|191.42
2024-06-06|WY|Timber REITs - Real Estate|1|30.85|29.76
2024-06-06|MU|Semiconductors - Information Technology|5|121.24|130.07
2024-06-06|NWS|Publishing - Communication Services|2|25.86|28.31
2024-06-06|TPR|Apparel, Accessories & Luxury Goods - Consumer Discretionary|1|42.67|43.55
2024-06-06|NCLH|Hotels, Resorts & Cruise Lines - Consumer Discretionary|4|16.49|18.17
2024-06-06|WBD|Broadcasting - Communication Services|1|7.66|8.34
2024-06-06|APTV|Automotive Parts & Equipment - Consumer Discretionary|23|81.3|81.3
2024-06-06|KMI|Oil & Gas Storage & Transportation - Energy|3|19.81|19.81
2024-06-06|WBD|Broadcasting - Communication Services|1|8.34|8.34
2024-06-11|HBAN|Regional Banks - Financials|1|12.86|12.35
2024-06-11|ROL|Environmental & Facilities Services - Industrials|1|44.28|47.33
2024-06-11|EQR|Multi-Family Residential REITs - Real Estate|32|60.66|65.55
2024-06-11|XEL|Multi-Utilities - Utilities|2|52.53|55.04
2024-06-11|VLTO|Environmental & Facilities Services - Industrials|18|90.55|100.19
2024-06-11|XEL|Multi-Utilities - Utilities|1|53.19|55.04
2024-06-11|YUM|Restaurants - Consumer Discretionary|11|137.87|137.01
2024-06-11|XEL|Multi-Utilities - Utilities|1|53.76|55.04
2024-06-11|FOX|Broadcasting - Communication Services|2|29.25|31.1
2024-06-11|PCG|Multi-Utilities - Utilities|2|17.03|18.31
2024-06-11|TFC|Diversified Banks - Financials|1|37.55|35.68
2024-06-11|BA|Aerospace & Defense - Industrials|11|176.71|185.5
2024-06-11|MU|Semiconductors - Information Technology|5|121.24|135.07
