Date|symbol|operation|quantity|price|balance
2024-04-30|ZBRA|SELL|6|314.56|2072.62
2024-04-30|WY|SELL|1|30.17|2102.79
2024-04-30|WBD|SELL|1|7.36|2110.15
2024-04-30|WBD|SELL|1|7.36|2117.51
2024-04-30|WBD|SELL|1|7.36|2124.87
2024-04-30|WBD|SELL|3|7.36|2146.95
2024-04-30|LDOS|BUY|14|140.22|183.87
2024-04-30|ZTS|BUY|1|159.24|24.63
2024-04-30|WBD|BUY|3|7.36|2.55
2024-05-01|PEG|SELL|30|69.81|2096.85
2024-05-01|AWK|BUY|16|125.12|94.93
2024-05-01|CARR|BUY|1|61.12|33.81
2024-05-01|WY|BUY|1|30.2|3.61
2024-05-03|TSN|SELL|7|62.02|437.75
2024-05-03|PODD|BUY|1|174.43|263.32
2024-05-03|TXN|BUY|1|178.91|84.41
2024-05-03|KO|BUY|1|62.17|22.24
2024-05-03|WBD|BUY|2|7.97|6.3
2024-05-07|ZTS|SELL|1|168.45|174.75
2024-05-07|PANW|BUY|1|152.76|21.99
2024-05-07|WBD|BUY|2|7.77|6.45
2024-05-10|WBD|SELL|3|8.15|30.9
2024-05-10|WBD|BUY|3|8.15|6.45
2024-05-13|PODD|SELL|1|161.02|167.47
2024-05-13|AFL|BUY|1|85.87|81.6
2024-05-13|L|BUY|1|77.34|4.26
2024-05-14|WBD|SELL|2|8.56|21.38
2024-05-14|WBD|BUY|2|8.56|4.26
2024-05-17|WBD|SELL|2|8.05|20.36
2024-05-17|RF|BUY|1|20.18|0.18
2024-05-20|TXN|SELL|1|199.2|199.38
2024-05-20|GEN|BUY|8|24.47|3.62
2024-05-23|WBD|SELL|3|7.7|26.72
2024-05-23|RF|SELL|1|18.92|45.64
2024-05-23|WY|BUY|1|30.11|15.53
2024-05-23|WBD|BUY|2|7.7|0.13
2024-05-24|FRT|SELL|2|98.06|196.25
2024-05-24|INCY|BUY|3|57.31|24.32
2024-05-24|HPE|BUY|1|18.41|5.91
2024-05-28|WY|SELL|1|29.76|35.67
2024-05-28|WY|SELL|1|29.76|65.43
2024-05-28|NFLX|BUY|1|64.9|0.53
2024-05-29|ZBH|SELL|16|115.14|1842.77
2024-05-29|KEY|SELL|1|13.92|1856.69
2024-05-29|SNPS|BUY|3|580.21|116.06
2024-05-29|EMR|BUY|1|110.92|5.14
2024-06-04|PANW|SELL|1|145.04|150.18
2024-06-04|CCL|BUY|8|16.94|14.66
2024-06-04|WBD|BUY|1|8.24|6.42
2024-06-05|ZTS|SELL|1|175.82|182.24
2024-06-05|TPR|BUY|4|43.5|8.24
2024-06-10|HPE|SELL|1|20.59|28.83
2024-06-10|WBD|BUY|3|8.12|4.47
2024-06-12|WBD|SELL|1|7.81|12.28
2024-06-12|WBD|BUY|1|7.81|4.47
2024-06-13|WBD|SELL|2|7.29|19.05
2024-06-13|WBD|SELL|2|7.29|33.63
2024-06-13|WBD|SELL|3|7.29|55.5
2024-06-13|WBD|SELL|1|7.29|62.79
2024-06-13|PLTR|BUY|2|23.27|16.25
2024-06-13|WBD|BUY|2|7.29|1.67
2024-06-14|CCL|SELL|8|15.34|124.39
2024-06-14|ZBH|BUY|1|107.19|17.2
2024-06-14|WBD|BUY|2|7.24|2.72
2024-06-18|TPR|SELL|4|41.01|166.76
2024-06-18|PLTR|SELL|2|25.82|218.4
2024-06-18|BG|BUY|2|102.44|13.52
2024-06-18|WBD|BUY|1|6.99|6.53
2024-06-20|WY|SELL|1|28.64|35.17
2024-06-20|WY|BUY|1|28.64|6.53
2024-06-21|INCY|SELL|3|63.22|196.19
2024-06-21|WRB|BUY|3|53.66|35.21
2024-06-21|WY|BUY|1|29.02|6.19
2024-06-24|AVB|SELL|9|206.41|1863.88
2024-06-24|SWKS|BUY|17|104.96|79.56
2024-06-24|NCLH|BUY|4|17.4|9.96
2024-06-24|WBD|BUY|1|7.31|2.65
2024-06-25|WY|SELL|1|28.28|30.93
2024-06-25|WY|BUY|1|28.28|2.65
2024-07-01|XEL|SELL|1|52.43|55.08
2024-07-01|WY|SELL|1|27.56|82.64
2024-07-01|ORLY|BUY|1|67.75|14.89
2024-07-01|WBD|BUY|2|7.1|0.69
2024-07-03|WY|SELL|1|27.05|27.74
2024-07-03|WY|BUY|1|27.05|0.69
2024-07-12|AWK|SELL|16|139.08|2225.97
2024-07-12|NCLH|SELL|4|19.53|2304.09
2024-07-12|ODFL|BUY|11|190.22|211.67
2024-07-12|LNT|BUY|3|53.87|50.06
2024-07-12|CPB|BUY|1|45.47|4.59
2024-07-15|CARR|SELL|1|67.36|71.95
2024-07-15|SWKS|SELL|17|115.88|2041.91
2024-07-15|ROK|BUY|7|285.2|45.51
2024-07-15|TFC|BUY|1|41.4|4.11
2024-07-16|WBD|SELL|2|7.98|20.07
2024-07-16|WBD|SELL|1|7.98|28.05
2024-07-16|WBD|SELL|2|7.98|44.01
2024-07-16|WY|BUY|1|29.73|14.28
2024-07-16|WBD|BUY|1|7.98|6.3
2024-07-17|WBD|SELL|2|8.32|22.94
2024-07-17|WBD|SELL|1|8.32|31.26
2024-07-17|WY|SELL|1|30.49|61.75
2024-07-17|USB|BUY|1|45.26|16.49
2024-07-17|WBD|BUY|1|8.32|8.17
2024-07-19|ROK|SELL|7|269.76|1896.49
2024-07-19|APA|BUY|59|32.01|7.9
2024-07-22|AFL|SELL|1|94.5|102.4
2024-07-22|BG|SELL|2|112.85|328.1
2024-07-22|AKAM|BUY|3|96.33|39.11
2024-07-22|HBAN|BUY|2|15.01|9.09
2024-07-22|WBD|BUY|1|8.55|0.54
2024-07-23|LDOS|SELL|14|154.94|2169.7
2024-07-23|MKC|BUY|29|73.94|25.44
2024-07-23|WBD|BUY|2|8.62|8.2
2024-07-24|APA|SELL|59|30.28|1794.72
2024-07-24|CCI|BUY|17|105.47|1.73
2024-07-25|SNPS|SELL|3|538.72|1617.89
2024-07-25|WBD|SELL|1|7.99|1625.88
2024-07-25|WBD|SELL|2|7.99|1641.86
2024-07-25|MAS|BUY|21|75.84|49.22
2024-07-25|WY|BUY|1|30.31|18.91
2024-07-25|WBD|BUY|2|7.99|2.93
2024-07-26|WY|SELL|1|31.6|34.53
2024-07-26|WBD|BUY|4|8.31|1.29
2024-07-29|ORLY|SELL|1|74.55|75.84
2024-07-29|XEL|BUY|1|57.69|18.15
2024-07-29|WBD|BUY|2|8.42|1.31
2024-07-30|MRK|SELL|14|115.25|1614.81
2024-07-30|XEL|SELL|1|58.63|1673.44
2024-07-30|WBD|SELL|1|8.78|1682.22
2024-07-30|RVTY|BUY|13|127.16|29.14
2024-07-30|BEN|BUY|1|22.81|6.33
2024-07-31|ODFL|SELL|11|210.18|2318.31
2024-07-31|HAS|BUY|34|64.46|126.67
2024-07-31|DAY|BUY|2|59.28|8.11
2024-08-02|KO|SELL|1|69.33|77.44
2024-08-02|NFLX|SELL|1|61.36|138.8
2024-08-02|USB|SELL|1|42.35|181.15
2024-08-02|HBAN|SELL|2|13.75|208.65
2024-08-02|DAY|SELL|2|53.23|315.11
2024-08-02|DHR|BUY|1|276.75|38.36
2024-08-02|HRL|BUY|1|32.87|5.49
2024-08-05|WBD|SELL|1|7.88|13.37
2024-08-05|AKAM|SELL|3|91.32|287.33
2024-08-05|WBD|SELL|4|7.88|318.85
2024-08-05|WBD|SELL|2|7.88|334.61
2024-08-05|RVTY|SELL|13|120.19|1897.08
2024-08-05|BEN|SELL|1|21.46|1918.54
2024-08-05|MOH|BUY|5|346.97|183.69
2024-08-05|PEP|BUY|1|174.04|9.65
2024-08-05|WBD|BUY|1|7.88|1.77
2024-08-06|WBD|SELL|2|7.57|16.91
2024-08-06|WBD|BUY|2|7.57|1.77
2024-08-07|EMR|SELL|1|99.54|101.31
2024-08-07|KVUE|BUY|4|20.62|18.83
2024-08-07|WBD|BUY|2|7.71|3.41
2024-08-08|WBD|SELL|1|7.02|10.43
2024-08-08|WBD|SELL|2|7.02|24.47
2024-08-08|WBD|SELL|2|7.02|38.51
2024-08-08|WY|BUY|1|31.1|7.41
2024-08-08|WBD|BUY|1|7.02|0.39
2024-08-16|XEL|SELL|1|59.98|60.37
2024-08-16|XEL|BUY|1|59.98|0.39
2024-08-20|CPB|SELL|1|50.37|50.76
2024-08-20|WBD|SELL|1|7.77|58.53
2024-08-20|WY|BUY|1|30.11|28.42
2024-08-20|WBD|BUY|3|7.77|5.11
2024-08-29|WRB|SELL|3|59.32|183.07
2024-08-29|EXPE|BUY|1|140.91|42.16
2024-08-29|WY|BUY|1|30.49|11.67
2024-08-29|WBD|BUY|1|7.73|3.94
2024-09-03|WBD|SELL|3|7.36|26.02
2024-09-03|WBD|BUY|3|7.36|3.94
2024-09-04|MKC|SELL|29|82.07|2383.97
2024-09-04|HRL|SELL|1|31.01|2414.98
2024-09-04|WBD|SELL|1|7.32|2422.3
2024-09-04|TTWO|BUY|14|158.04|209.74
2024-09-04|MET|BUY|2|77.52|54.7
2024-09-04|TSCO|BUY|1|54.54|0.16
2024-09-05|XEL|SELL|1|63.46|63.62
2024-09-05|LUV|BUY|2|29.81|4.0
2024-09-06|CCI|SELL|17|116.12|1978.04
2024-09-06|MOH|SELL|5|327.48|3615.44
2024-09-06|KVUE|SELL|4|22.86|3706.88
2024-09-06|EXPE|SELL|1|132.26|3839.14
2024-09-06|RJF|BUY|19|115.2|1650.34
2024-09-06|NVDA|BUY|16|102.83|5.06
2024-09-10|LNT|SELL|3|59.35|183.11
2024-09-10|ORCL|BUY|1|155.89|27.22
2024-09-10|WBD|BUY|3|7.02|6.16
2024-09-11|WBD|SELL|3|6.94|26.98
2024-09-11|NVDA|SELL|16|116.91|1897.54
2024-09-11|BKNG|BUY|12|153.1|60.34
2024-09-11|CZR|BUY|1|36.35|23.99
2024-09-11|WBD|BUY|3|6.94|3.17
2024-09-12|WBD|SELL|3|7.66|26.15
2024-09-12|WBD|BUY|3|7.66|3.17
2024-09-13|WBD|SELL|3|8.49|28.64
2024-09-13|WBD|SELL|3|8.49|54.11
2024-09-13|UAL|BUY|1|50.22|3.89
2024-09-17|WY|SELL|1|33.25|37.14
2024-09-17|WY|SELL|1|33.25|70.39
2024-09-17|CZR|SELL|1|40.25|110.64
2024-09-17|DAL|BUY|2|46.68|17.28
2024-09-17|WBD|BUY|2|8.45|0.38
2024-09-18|HAS|SELL|34|71.16|2419.82
2024-09-18|ALGN|BUY|9|253.01|142.73
2024-09-18|HST|BUY|7|17.88|17.57
2024-09-18|WBD|BUY|2|8.42|0.73
2024-09-19|WY|SELL|1|33.59|34.32
2024-09-19|WY|SELL|1|33.59|67.91
2024-09-19|SYF|BUY|1|51.03|16.88
2024-09-19|WBD|BUY|2|8.4|0.08
2024-09-20|TTWO|SELL|14|148.78|2083.0
2024-09-20|ETN|BUY|6|330.6|99.4
2024-09-20|MNST|BUY|1|51.18|48.22
2024-09-20|WY|BUY|1|33.24|14.98
2024-09-20|WBD|BUY|1|8.24|6.74
2024-09-24|GEN|SELL|8|27.2|224.34
2024-09-24|SYF|SELL|1|48.21|272.55
2024-09-24|LW|BUY|4|64.84|13.19
2024-09-24|WBD|BUY|1|8.32|4.87
2024-09-26|BKNG|SELL|12|170.76|2053.99
2024-09-26|UAL|SELL|1|58.85|2112.84
2024-09-26|DAL|SELL|2|51.81|2216.46
2024-09-26|WYNN|BUY|24|91.03|31.74
2024-09-26|WBD|BUY|3|8.3|6.84
2024-09-27|MAS|SELL|21|83.57|1761.81
2024-09-27|UPS|BUY|13|134.26|16.43
2024-09-27|WBD|BUY|1|8.38|8.05
2024-10-02|WBD|SELL|2|7.97|23.99
2024-10-02|ALGN|SELL|9|238.06|2166.53
2024-10-02|WBD|SELL|2|7.97|2182.47
2024-10-02|WBD|SELL|2|7.97|2198.41
2024-10-02|WYNN|SELL|24|102.04|4647.37
2024-10-02|NVDA|BUY|20|118.85|2270.37
2024-10-02|CDNS|BUY|8|267.01|134.29
2024-10-02|ABNB|BUY|1|126.18|8.11
2024-10-02|WBD|BUY|1|7.97|0.14
2024-10-03|WBD|SELL|1|7.74|7.88
2024-10-03|WBD|SELL|1|7.74|15.62
2024-10-03|WBD|SELL|3|7.74|38.84
2024-10-03|WBD|SELL|1|7.74|46.58
2024-10-03|F|BUY|4|10.45|4.78
2024-10-04|RJF|SELL|19|127.13|2420.25
2024-10-04|ROK|BUY|1|267.01|2153.24
2024-10-04|XYL|BUY|16|133.47|17.72
2024-10-04|WBD|BUY|2|7.78|2.16
2024-10-08|ZBH|SELL|1|101.77|103.93
2024-10-08|TSCO|SELL|1|60.74|164.67
2024-10-08|ORCL|SELL|1|174.37|339.04
2024-10-08|NVDA|SELL|20|132.89|2996.84
2024-10-08|MGM|BUY|64|39.81|449.0
2024-10-08|CPRT|BUY|8|54.44|13.48
2024-10-08|WBD|BUY|1|7.72|5.76
2024-10-10|WBD|SELL|1|7.54|13.3
2024-10-10|WBD|BUY|1|7.54|5.76
2024-10-11|MET|SELL|2|85.51|176.78
2024-10-11|LW|SELL|4|71.35|462.18
2024-10-11|CFG|BUY|10|42.61|36.08
2024-10-11|WY|BUY|1|33.03|3.05
2024-10-21|CDNS|SELL|8|253.15|2028.25
2024-10-21|SNPS|BUY|4|505.59|5.89
2024-10-22|DHR|SELL|1|261.28|267.17
2024-10-22|GM|BUY|4|53.73|52.25
2024-10-22|TFC|BUY|1|43.39|8.86
2024-10-22|WBD|BUY|1|7.53|1.33
2024-10-23|WBD|SELL|2|7.33|15.99
2024-10-23|CPRT|SELL|8|51.36|426.87
2024-10-23|WBD|SELL|1|7.33|434.2
2024-10-23|ZTS|BUY|2|188.99|56.22
2024-10-23|WY|BUY|1|31.85|24.37
2024-10-23|WBD|BUY|3|7.33|2.38
2024-10-29|WY|SELL|1|30.88|33.26
2024-10-29|WY|SELL|1|30.88|64.14
2024-10-29|XEL|BUY|1|63.34|0.8
2024-10-31|XEL|SELL|1|66.81|67.61
2024-10-31|XYL|SELL|16|121.78|2016.09
2024-10-31|MGM|SELL|64|36.87|4375.77
2024-10-31|GM|SELL|4|50.76|4578.81
2024-10-31|ZTS|SELL|2|178.78|4936.37
2024-10-31|WBD|SELL|3|8.13|4960.76
2024-10-31|PAYC|BUY|11|209.03|2661.43
2024-10-31|VRTX|BUY|5|475.98|281.53
2024-10-31|EA|BUY|1|150.85|130.68
2024-10-31|SMCI|BUY|4|29.11|14.24
2024-10-31|WBD|BUY|1|8.13|6.11
2024-11-01|SMCI|SELL|4|26.05|110.31
2024-11-01|IP|BUY|1|55.77|54.54
2024-11-01|WY|BUY|1|31.18|23.36
2024-11-01|WBD|BUY|2|8.23|6.9
2024-11-06|TFC|SELL|1|47.0|53.9
2024-11-06|PEP|SELL|1|164.71|218.61
2024-11-06|ABNB|SELL|1|140.91|359.52
2024-11-06|ROK|SELL|1|294.0|653.52
2024-11-06|WBD|SELL|1|8.38|661.9
2024-11-06|CFG|SELL|10|48.31|1145.0
2024-11-06|WBD|SELL|1|8.38|1153.38
2024-11-06|PAYC|SELL|11|231.09|3695.37
2024-11-06|GRMN|BUY|12|209.67|1179.33
2024-11-06|SW|BUY|22|53.21|8.71
2024-11-06|WBD|BUY|1|8.38|0.33
2024-11-07|SNPS|SELL|4|573.59|2294.69
2024-11-07|WBD|SELL|1|9.37|2304.06
2024-11-07|WBD|SELL|2|9.37|2322.8
2024-11-07|WBD|SELL|1|9.37|2332.17
2024-11-07|AIZ|BUY|11|205.84|67.93
2024-11-07|XEL|BUY|1|66.2|1.73
2024-11-08|ETN|SELL|6|366.67|2201.75
2024-11-08|WBD|BUY|239|9.18|7.73
2024-11-13|MNST|SELL|1|56.38|64.11
2024-11-13|WY|BUY|2|30.89|2.33
2024-11-14|SW|SELL|22|50.35|1110.03
2024-11-14|PNW|BUY|12|90.86|19.71
2024-11-14|WBD|BUY|1|9.86|9.85
2024-11-15|WBD|SELL|1|9.22|19.07
2024-11-15|WBD|BUY|2|9.22|0.63
2024-11-18|XEL|SELL|1|69.94|70.57
2024-11-18|TSN|BUY|1|64.54|6.03
2024-11-19|VRTX|SELL|5|448.01|2246.08
2024-11-19|EA|SELL|1|166.13|2412.21
2024-11-19|UNH|BUY|4|577.0|104.21
2024-11-19|XEL|BUY|1|69.57|34.64
2024-11-19|WY|BUY|1|30.68|3.96
2024-11-21|L|SELL|1|85.17|89.13
2024-11-21|WBD|SELL|239|10.23|2534.1
2024-11-21|WBD|SELL|2|10.23|2554.56
2024-11-21|CF|BUY|28|90.64|16.64
2024-11-21|WBD|BUY|1|10.23|6.41
2024-11-22|TFC|SELL|1|47.96|54.37
2024-11-22|HAL|BUY|1|31.94|22.43
2024-11-22|WBD|BUY|2|10.11|2.21
2024-11-25|AIZ|SELL|11|227.44|2504.05
2024-11-25|HUM|BUY|1|304.18|2199.87
2024-11-25|SHW|BUY|5|399.71|201.32
2024-11-25|SYY|BUY|2|76.88|47.56
2024-11-25|WY|BUY|1|32.23|15.33
2024-11-25|WBD|BUY|1|10.4|4.93
2024-11-27|XEL|SELL|1|72.92|77.85
2024-11-27|SLB|BUY|1|43.66|34.19
2024-11-27|WY|BUY|1|32.35|1.84
2024-12-02|LUV|SELL|2|33.0|67.84
2024-12-02|UDR|BUY|1|45.3|22.54
2024-12-02|WBD|BUY|2|10.56|1.42
2024-12-04|HUM|SELL|1|288.08|289.5
2024-12-04|ALGN|BUY|1|235.29|54.21
2024-12-04|LKQ|BUY|1|39.48|14.73
2024-12-04|WBD|BUY|1|10.65|4.08
2024-12-05|HAL|SELL|1|30.02|34.1
2024-12-05|WY|BUY|1|30.96|3.14
2024-12-06|UPS|SELL|13|125.61|1636.07
2024-12-06|SLB|SELL|1|40.96|1677.03
2024-12-06|DLTR|BUY|23|71.87|24.02
2024-12-06|WBD|BUY|2|10.66|2.7
2024-12-09|SHW|SELL|5|376.45|1884.95
2024-12-09|ULTA|BUY|4|418.01|212.91
2024-12-09|HRL|BUY|6|33.18|13.83
2024-12-09|WBD|BUY|1|10.56|3.27
2024-12-11|UNH|SELL|4|533.53|2137.39
2024-12-11|VZ|BUY|50|41.99|37.89
2024-12-11|WY|BUY|1|30.89|7.0
2024-12-12|TSN|SELL|1|61.2|68.2
2024-12-12|WBD|SELL|1|12.49|80.69
2024-12-12|WBD|SELL|2|12.49|105.67
2024-12-12|WY|SELL|1|30.4|136.07
2024-12-12|WBD|SELL|1|12.49|148.56
2024-12-12|WY|SELL|1|30.4|178.96
2024-12-12|WBD|SELL|2|12.49|203.94
2024-12-12|WBD|SELL|1|12.49|216.43
2024-12-12|WBD|SELL|2|12.49|241.41
2024-12-12|WBD|SELL|1|12.49|253.9
2024-12-12|BA|BUY|1|167.75|86.15
2024-12-12|XEL|BUY|1|68.49|17.66
2024-12-12|WBD|BUY|1|12.49|5.17
2024-12-13|WY|SELL|1|30.06|35.23
2024-12-13|WY|BUY|1|30.06|5.17
2024-12-16|PNW|SELL|12|86.02|1037.41
2024-12-16|LKQ|SELL|1|37.12|1074.53
2024-12-16|WBD|SELL|1|11.6|1086.13
2024-12-16|MKC|BUY|13|80.17|43.92
2024-12-16|WY|BUY|1|29.65|14.27
2024-12-16|WBD|BUY|1|11.6|2.67
2024-12-17|WY|SELL|1|29.38|32.05
2024-12-17|WY|SELL|1|29.38|61.43
2024-12-17|WY|SELL|1|29.38|90.81
2024-12-17|SMCI|BUY|2|33.8|23.21
2024-12-17|WBD|BUY|2|11.35|0.51
2024-12-18|F|SELL|4|9.69|39.27
2024-12-18|WY|SELL|2|27.96|95.19
2024-12-18|WY|SELL|1|27.96|123.15
2024-12-18|CF|SELL|28|84.43|2487.19
2024-12-18|UDR|SELL|1|42.95|2530.14
2024-12-18|ALGN|SELL|1|212.69|2742.83
2024-12-18|WY|SELL|1|27.96|2770.79
2024-12-18|WY|SELL|1|27.96|2798.75
2024-12-18|WY|SELL|1|27.96|2826.71
2024-12-18|WBD|SELL|1|10.63|2837.34
2024-12-18|WBD|SELL|2|10.63|2858.6
2024-12-18|TER|BUY|20|123.77|383.2
2024-12-18|ZTS|BUY|2|167.01|49.18
2024-12-18|WY|BUY|1|27.96|21.22
2024-12-18|WBD|BUY|1|10.63|10.59
2024-12-18|F|BUY|1|9.69|0.9
2024-12-19|SMCI|SELL|2|31.24|63.38
2024-12-19|WY|BUY|2|27.21|8.96
2024-12-24|VZ|SELL|50|39.8|1998.96
2024-12-24|ZTS|BUY|12|164.7|22.56
2024-12-24|WBD|BUY|2|10.55|1.46
2024-12-30|HRL|SELL|6|31.2|188.66
2024-12-30|MKC|SELL|13|75.45|1169.51
2024-12-30|ZTS|BUY|1|162.24|1007.27
2024-12-30|ZBRA|BUY|2|383.85|239.57
2024-12-30|ZBH|BUY|2|105.4|28.77
2024-12-30|WY|BUY|1|27.89|0.88
